section,title,key,style,ticker,contribution_ann_%,contribution_total_%,share_of_pnl_%,gross_contribution_ann_%,cost_ann_%,avg_gross_weight,avg_net_weight,days_held_%,long_days_%,short_days_%,ann_turnover_x
3.1,Price-momentum,3.1.price_momentum,momentum,PSKY,0.02053976575439207,0.21216273912175618,-1.3780035953391037,0.023635437731308075,0.0030956719769160133,0.002841186460594198,-0.0019221411208234975,71.57126392623896,12.831348444102957,58.739915482136,0.061913439538320264
3.1,Price-momentum,3.1.price_momentum,momentum,GWW,0.020441018729009282,0.21114274504607605,-1.371378702064582,0.024744901804368055,0.004303883075358778,0.0023566733551554117,0.0007686664240217638,54.70610833653476,34.84441029581252,19.861698040722246,0.08607766150717555
3.1,Price-momentum,3.1.price_momentum,momentum,SLB,0.020129228765043704,0.2079221526801935,-1.350460854389355,0.0240457773489686,0.003916548583924892,0.0032149215256390036,-0.001165047552288777,71.87860161352286,21.35996926623127,50.51863234729159,0.07833097167849783
3.1,Price-momentum,3.1.price_momentum,momentum,JCI,0.020030057585643996,0.20689777736282272,-1.343807504813662,0.02466367660496372,0.004633619019319723,0.002533859861028709,0.00016738453550738949,54.09143296196696,28.582404917402997,25.509028044563962,0.09267238038639447
3.1,Price-momentum,3.1.price_momentum,momentum,WMT,0.01994168764480719,0.20598497198187743,-1.3378788054482866,0.025570026276179544,0.005628338631372353,0.00267458004883337,0.0014649268743178053,50.01920860545525,37.84095274683058,12.178255858624663,0.11256677262744706
3.1,Price-momentum,3.1.price_momentum,momentum,DVN,0.019453821229584646,0.20094562166908264,-1.3051480682889247,0.022527390731442658,0.0030735695018579896,0.003101960922656391,-0.0010571788618864812,80.56089127929312,26.31578947368421,54.24510180560891,0.06147139003715978
3.1,Price-momentum,3.1.price_momentum,momentum,TRV,0.019189822490966325,0.19821868231740214,-1.287436512308631,0.02395043474996685,0.004760612259000528,0.0016124787650102174,0.00024815284338996287,35.92009220130619,20.169035728006147,15.751056473300038,0.09521224518001055
3.1,Price-momentum,3.1.price_momentum,momentum,LVS,0.018847924145058786,0.19468708948249214,-1.2644987069054543,0.02303422072053533,0.004186296575476544,0.002281805305362434,-0.00040662008022890594,56.78063772570111,21.82097579715713,34.95966192854399,0.08372593150953087
3.1,Price-momentum,3.1.price_momentum,momentum,EBAY,0.018468568721767897,0.19076858882048348,-1.2390479231206173,0.02311713671705363,0.004648567995285725,0.0024532212837917876,0.0004772642008009073,51.24855935459086,28.69765655013446,22.550902804456396,0.09297135990571448
3.1,Price-momentum,3.1.price_momentum,momentum,SPG,0.01801832552092688,0.1861178624244947,-1.208841310398988,0.021632288422289727,0.003613962901362849,0.0021912750249061196,-0.0005256208668958489,49.750288129081824,21.859393008067617,27.890895121014214,0.07227925802725699
3.1,Price-momentum,3.1.price_momentum,momentum,PGR,0.0176798168441412,0.1826212827194426,-1.1861309163642162,0.02273833890784599,0.0050585220637047994,0.0031439782694336043,0.0015307973647037982,59.661928543987706,42.75835574337303,16.903572800614675,0.10117044127409598
3.1,Price-momentum,3.1.price_momentum,momentum,JBHT,0.017611368301347196,0.18191425273177284,-1.1815387345840669,0.020473389713356407,0.0028620214120092047,0.0022940378672164662,-3.933815422101422e-05,50.36496350364964,21.513638109873224,28.85132539377641,0.05724042824018408
